candidate_id,name,party,municipality,priority_number,priority_title,priority_description,priority_full_text
660,Else Marie Thorgaard,C,Frederiksberg Kommune,3,Et grønt og sundt Frederiksberg,"1. Stop byggerier på grønne områder. 
2. Sund og aktiv transport. 
3. Mindske elevpresset på skolerne. 
Fordi: Byen skal invitere til frisk luft, en tur på cyklen og et besøg i grønne åndehuller. Når der bygges tættere og befolkningstallet stiger, øges presset på natur, skoler, daginstitutioner og infrastruktur. Fortætningen skal bremses. Der skal være luft mellem husene og kig til himlen.","Et grønt og sundt Frederiksberg : 1. Stop byggerier på grønne områder. 
2. Sund og aktiv transport. 
3. Mindske elevpresset på skolerne. 
Fordi: Byen skal invitere til frisk luft, en tur på cyklen og et besøg i grønne åndehuller. Når der bygges tættere og befolkningstallet stiger, øges presset på natur, skoler, daginstitutioner og infrastruktur. Fortætningen skal bremses. Der skal være luft mellem husene og kig til himlen."
639,Søren Brønchenburg,C,Frederiksberg Kommune,1,Børn i trafikken skal kunne færdes trygt og sikkert,"Børn og unges skoleveje skal årligt gennemgås og justeres til, så børn og unge kan færdes trygt og sikkert til og fra skole samt SFO/Klub, gående eller på cykel. Det skal også være muligt for ældre, voksne, unge og børn at færdes som fodgænger uden at skulle træde ud på kørebanen, fordi biler eller erhvervskøretøjer holder på fortovet.","Børn i trafikken skal kunne færdes trygt og sikkert : Børn og unges skoleveje skal årligt gennemgås og justeres til, så børn og unge kan færdes trygt og sikkert til og fra skole samt SFO/Klub, gående eller på cykel. Det skal også være muligt for ældre, voksne, unge og børn at færdes som fodgænger uden at skulle træde ud på kørebanen, fordi biler eller erhvervskøretøjer holder på fortovet."
639,Søren Brønchenburg,C,Frederiksberg Kommune,2,Skole-hjem-samarbejde om børn og unges trivsel,"Skole-hjem-samarbejdet på Frederiksbergs skoler er et vigtigt element i elevernes læring og trivsel. Det indebærer et tæt samarbejde mellem forældre og skolen for at skabe de bedste rammer for børnenes skolegang. Vores børn skal naturligvis have de bedste lærere, og de skal gå på de bedste skoler med høj faglighed, ro, tryghed, læring og udvikling.","Skole-hjem-samarbejde om børn og unges trivsel : Skole-hjem-samarbejdet på Frederiksbergs skoler er et vigtigt element i elevernes læring og trivsel. Det indebærer et tæt samarbejde mellem forældre og skolen for at skabe de bedste rammer for børnenes skolegang. Vores børn skal naturligvis have de bedste lærere, og de skal gå på de bedste skoler med høj faglighed, ro, tryghed, læring og udvikling."
639,Søren Brønchenburg,C,Frederiksberg Kommune,3,Frederiksberg – en veldrevet og effektiv kommune,"Pengene politikerne forvalter, det er penge taget ud af borgernes privatøkonomi. Det kræver respekt, ydmyghed og ordentlighed at bruge løs af andre folks penge, og ikke bare sætte skatten op, når enderne i første omgang ikke mødes. Det skal vi sammen arbejde os væk fra på Frederiksberg, fx ved at vælge flere tilstrækkelige løsninger. Og så skal vi have flere tilfredse borgere.","Frederiksberg – en veldrevet og effektiv kommune : Pengene politikerne forvalter, det er penge taget ud af borgernes privatøkonomi. Det kræver respekt, ydmyghed og ordentlighed at bruge løs af andre folks penge, og ikke bare sætte skatten op, når enderne i første omgang ikke mødes. Det skal vi sammen arbejde os væk fra på Frederiksberg, fx ved at vælge flere tilstrækkelige løsninger. Og så skal vi have flere tilfredse borgere."
652,Silas T. H. Rasmussen,C,Frederiksberg Kommune,1,Et pulserende og værdigt ungdomsliv,"Det skal være dejligt at være ung på Frederiksberg.

Man skal have mulighed for at dyrke ens interesser. Samtidig bør kommunen styrke unges og studerendes vilkår i forhold til at sikre billigere boliger. Som kommune har vi også et ansvar for, at de unge har de muligheder i psykiatrien, som kan hjælpe dem igennem deres hverdag.","Et pulserende og værdigt ungdomsliv : Det skal være dejligt at være ung på Frederiksberg.

Man skal have mulighed for at dyrke ens interesser. Samtidig bør kommunen styrke unges og studerendes vilkår i forhold til at sikre billigere boliger. Som kommune har vi også et ansvar for, at de unge har de muligheder i psykiatrien, som kan hjælpe dem igennem deres hverdag."
652,Silas T. H. Rasmussen,C,Frederiksberg Kommune,2,Familiernes kommune og grøn fremtid,"i skal sætte børnefamilier først. Fra vuggestue til ungdom investerer vi i stærke fællesskaber, en tryg skolegang og et fritidsliv i grønne rammer.

Ingen byggeplan må æde vores grønne åndehuller. Kommunen skal gå forrest med bæredygtige løsninger, der giver luft i hverdagen for byens børnefamilier.","Familiernes kommune og grøn fremtid : i skal sætte børnefamilier først. Fra vuggestue til ungdom investerer vi i stærke fællesskaber, en tryg skolegang og et fritidsliv i grønne rammer.

Ingen byggeplan må æde vores grønne åndehuller. Kommunen skal gå forrest med bæredygtige løsninger, der giver luft i hverdagen for byens børnefamilier."
652,Silas T. H. Rasmussen,C,Frederiksberg Kommune,3,Det levende erhvervsliv,"Vi skal styrke kommunens erhvervsliv, således iværksættere og selvstændige får frihed og plads til at vokse. Det handler om gode vilkår, mindre bureaukrati og lokal opbakning for at det bliver nemmere at drive forretning – for et stærkt lokalt erhvervsliv bidrager til et levende og mangfoldigt byliv.","Det levende erhvervsliv : Vi skal styrke kommunens erhvervsliv, således iværksættere og selvstændige får frihed og plads til at vokse. Det handler om gode vilkår, mindre bureaukrati og lokal opbakning for at det bliver nemmere at drive forretning – for et stærkt lokalt erhvervsliv bidrager til et levende og mangfoldigt byliv."
638,Peder Brandhof,C,Frederiksberg Kommune,1,God ledelse giver bedre service.,"Vi skal tiltrække og fastholde dygtige medarbejdere til daginstitutioner, skoler og ældrepleje. Kommunalbestyrelsen skal balancere økonomi og kvalitet bedre, så borgerne får den bedste service inden for rammerne.

Jeg arbejder for:

- Stærkere fokus på god ledelse

- Nedbringelse af sygefraværet

- Klare mål for både økonomi og kvalitet i forvaltningen","God ledelse giver bedre service. : Vi skal tiltrække og fastholde dygtige medarbejdere til daginstitutioner, skoler og ældrepleje. Kommunalbestyrelsen skal balancere økonomi og kvalitet bedre, så borgerne får den bedste service inden for rammerne.

Jeg arbejder for:

- Stærkere fokus på god ledelse

- Nedbringelse af sygefraværet

- Klare mål for både økonomi og kvalitet i forvaltningen"
638,Peder Brandhof,C,Frederiksberg Kommune,2,Et grønnere Frederiksberg øger trivslen,"En grønnere kommune, med fokus på træer, åbne pladser og biodiversitet. Træer skaber skønhed, men de forbedrer også luftkvaliteten, reducerer støj og tilbyder skygge i Danmarks varmeste kommune. Den samlede indsats vil bidrage til bedre rammer for trivslen.

Jeg arbejder for:

- Slut med pyntede kommunale klimaregnskaber

- Begrønning af Nordens Plads

- Byggestop på Frederiksbergs grønne områder","Et grønnere Frederiksberg øger trivslen : En grønnere kommune, med fokus på træer, åbne pladser og biodiversitet. Træer skaber skønhed, men de forbedrer også luftkvaliteten, reducerer støj og tilbyder skygge i Danmarks varmeste kommune. Den samlede indsats vil bidrage til bedre rammer for trivslen.

Jeg arbejder for:

- Slut med pyntede kommunale klimaregnskaber

- Begrønning af Nordens Plads

- Byggestop på Frederiksbergs grønne områder"
638,Peder Brandhof,C,Frederiksberg Kommune,3,Mere tryghed for alle borgere,"Tryghed handler ikke kun om politi og overvågning, men om at skabe et lokalsamfund, hvor unge, ældre, familier og erhvervslivet føler sig sikre og godt tilpas i deres hverdag. Vi skal forebygge kriminalitet i et bredt samarbejde.

Jeg arbejder for:

- Åbne, overskuelige og belyste byrum, parker og stier

- Tryghedsvagter og styrket SSP-samarbejde

- Digital sikkerhed og oplysning til unge og ældre","Mere tryghed for alle borgere : Tryghed handler ikke kun om politi og overvågning, men om at skabe et lokalsamfund, hvor unge, ældre, familier og erhvervslivet føler sig sikre og godt tilpas i deres hverdag. Vi skal forebygge kriminalitet i et bredt samarbejde.

Jeg arbejder for:

- Åbne, overskuelige og belyste byrum, parker og stier

- Tryghedsvagter og styrket SSP-samarbejde

- Digital sikkerhed og oplysning til unge og ældre"
654,Jesper Ronald Jensen,C,Frederiksberg Kommune,1,Børn og unge med særlige behov,"Jeg arbejder for:
	Støtte til at holde familierne sammen
	Støtte til at gennemføre en uddannelse
	Flere pladser på bosteder om nødvendigt","Børn og unge med særlige behov : Jeg arbejder for:
	Støtte til at holde familierne sammen
	Støtte til at gennemføre en uddannelse
	Flere pladser på bosteder om nødvendigt"
654,Jesper Ronald Jensen,C,Frederiksberg Kommune,2,Kulturen på Frederiksberg,"Jeg arbejder for:
	Bevare og udvide scenekunsten på Frederiksberg
	Bevare museer og andre kulturinstitutioner
	Øge samarbejdet med restaurationerne på Frederiksberg","Kulturen på Frederiksberg : Jeg arbejder for:
	Bevare og udvide scenekunsten på Frederiksberg
	Bevare museer og andre kulturinstitutioner
	Øge samarbejdet med restaurationerne på Frederiksberg"
654,Jesper Ronald Jensen,C,Frederiksberg Kommune,3,Vores ældre,"Jeg arbejder for: 
	Kort ventetid på pladser til plejehjem og ældreboliger 
	Mere hjemmehjælp til hjemmeboende 
	Flere aktivitetstilbud til vores ældre","Vores ældre : Jeg arbejder for: 
	Kort ventetid på pladser til plejehjem og ældreboliger 
	Mere hjemmehjælp til hjemmeboende 
	Flere aktivitetstilbud til vores ældre"
646,Henrik Kragelund,C,Frederiksberg Kommune,1,P-pladserne skal være for alle,"Folk med benzin- eller dieselbil bliver straffet to gange: De straffes for at køre i egen bil, og de straffes for ikke at have lyst eller råd til at skifte til el. Der er nemlig masser af ledige reserverede pladser til både el- og delebiler. Det er en urimelig forskelsbehandling. Pladser med en ladestander er til elbiler, men alle andre pladser skal være for alle.","P-pladserne skal være for alle : Folk med benzin- eller dieselbil bliver straffet to gange: De straffes for at køre i egen bil, og de straffes for ikke at have lyst eller råd til at skifte til el. Der er nemlig masser af ledige reserverede pladser til både el- og delebiler. Det er en urimelig forskelsbehandling. Pladser med en ladestander er til elbiler, men alle andre pladser skal være for alle."
646,Henrik Kragelund,C,Frederiksberg Kommune,2,Beskyt Frederiksberg Boligfonds billige lejemål.,"Frederiksberg Boligfond har ca. 1800 lejemål. 546 lejemål gik tabt i den nuværende valgperiode, og jeg er bange for, at vi kan miste endnu flere lokale betalbare lejemål. Jeg vil slås for at bevare boligfonden lokalt forankret og uden politisk indblanding – og med en så lav kommunal anvisning som muligt.","Beskyt Frederiksberg Boligfonds billige lejemål. : Frederiksberg Boligfond har ca. 1800 lejemål. 546 lejemål gik tabt i den nuværende valgperiode, og jeg er bange for, at vi kan miste endnu flere lokale betalbare lejemål. Jeg vil slås for at bevare boligfonden lokalt forankret og uden politisk indblanding – og med en så lav kommunal anvisning som muligt."
646,Henrik Kragelund,C,Frederiksberg Kommune,3,Faste teams og klart dansk i ældreplejen.,"Folk, der modtager hjemmehjælp eller bor på plejehjem, skal ikke møde nye ansigter hver uge, og de skal kunne kommunikere med deres hjælpere. Vi skal derfor sætte høje krav til dansk sprog og kulturforståelse, fordi det er en forudsætning for en tryg og velfungerede ældrepleje. Og de ældre skal mødes af det personale, de kender.","Faste teams og klart dansk i ældreplejen. : Folk, der modtager hjemmehjælp eller bor på plejehjem, skal ikke møde nye ansigter hver uge, og de skal kunne kommunikere med deres hjælpere. Vi skal derfor sætte høje krav til dansk sprog og kulturforståelse, fordi det er en forudsætning for en tryg og velfungerede ældrepleje. Og de ældre skal mødes af det personale, de kender."
7325,Ane Rolsted,C,Frederiksberg Kommune,1,En solid folkeskole,"Færre vikartimer 
Fastholde lærerne 
Følge de nyuddannede lærere 
Folkeskolen er ikke en specialskole 
Tæt samarbejde mellem specialpædagoger og lærere 
Traditioner på tværs af folkeskolerne på Frederiksberg 
Bedre udearealer til sport og leg","En solid folkeskole : Færre vikartimer 
Fastholde lærerne 
Følge de nyuddannede lærere 
Folkeskolen er ikke en specialskole 
Tæt samarbejde mellem specialpædagoger og lærere 
Traditioner på tværs af folkeskolerne på Frederiksberg 
Bedre udearealer til sport og leg"
7325,Ane Rolsted,C,Frederiksberg Kommune,2,Handicappolitik,"Vi skal have en handicappolitik som udvikles i samarbejde med folk, det vedrører 

Folk med handicap skal: 
- have så selvstændigt og uafhængigt et liv som muligt 
- bedre have mulighed for at dyrke sport 
I samarbejde med kommunen skal sårbare familier mødes og støttes - en værdig behandling","Handicappolitik : Vi skal have en handicappolitik som udvikles i samarbejde med folk, det vedrører 

Folk med handicap skal: 
- have så selvstændigt og uafhængigt et liv som muligt 
- bedre have mulighed for at dyrke sport 
I samarbejde med kommunen skal sårbare familier mødes og støttes - en værdig behandling"
7325,Ane Rolsted,C,Frederiksberg Kommune,3,Børn og unges trivsel,"Vi skal generelt have børn i gang med at bevæge sig og dyrke mere sport. 
Det er forudsat af, at der er mulighed for at kunne tilmelde sig sport og fritid. 
Børn på Frederiksberg skal have let adgang til fritidsinteresser","Børn og unges trivsel : Vi skal generelt have børn i gang med at bevæge sig og dyrke mere sport. 
Det er forudsat af, at der er mulighed for at kunne tilmelde sig sport og fritid. 
Børn på Frederiksberg skal have let adgang til fritidsinteresser"
9126,Martin Skytte,D,Frederiksberg Kommune,1,Opstil statue af Ham Stokken på Frederiksberg,"Ham Stokken har ingen politik, ingen holdninger og støtter alle konstellationer der vil opsætte den største permanente statue af Ham Stokken på Frederiksberg.","Opstil statue af Ham Stokken på Frederiksberg : Ham Stokken har ingen politik, ingen holdninger og støtter alle konstellationer der vil opsætte den største permanente statue af Ham Stokken på Frederiksberg."
9126,Martin Skytte,D,Frederiksberg Kommune,2,Opstil statue af Ham Stokken på Frederiksberg,"Ham Stokken har ingen politik, ingen holdninger og støtter alle konstellationer der vil opsætte den største permanente statue af Ham Stokken på Frederiksberg.","Opstil statue af Ham Stokken på Frederiksberg : Ham Stokken har ingen politik, ingen holdninger og støtter alle konstellationer der vil opsætte den største permanente statue af Ham Stokken på Frederiksberg."
9126,Martin Skytte,D,Frederiksberg Kommune,3,Opstil statue af Ham Stokken på Frederiksberg,"Ham Stokken har ingen politik, ingen holdninger og støtter alle konstellationer der vil opsætte den største permanente statue af Ham Stokken på Frederiksberg.","Opstil statue af Ham Stokken på Frederiksberg : Ham Stokken har ingen politik, ingen holdninger og støtter alle konstellationer der vil opsætte den største permanente statue af Ham Stokken på Frederiksberg."
9127,Per Odin Thiim Thim,E,Frederiksberg Kommune,1,,,/19 | økonomi | Frederiksberg Kommune Flere opgaver i den offentlige sektor skal fremover løses af private virksomheder Uenig Per Odin Thiims svar Enig
9127,Per Odin Thiim Thim,E,Frederiksberg Kommune,2,,,"/19 | social & velfærd | Frederiksberg Kommune Offentlige institutioner tager for mange hensyn til religiøse minoriteter, for eksempel ved at tilbyde måltider uden svinekød Uenig Per Odin Thiims svar Enig"
9127,Per Odin Thiim Thim,E,Frederiksberg Kommune,3,I dag kl. 12,44,"/19 | trafik & transport | Frederiksberg Kommune Investering i vejnettet haster mere end investering i kollektiv trafik Uenig Per Odin Thiims svar Enig Vis alle KV25 lige nu KV25 I dag kl. 12:44 Ironman eller Shakespeare? Det er spørgsmålet i Helsingør op til kommunalvalget KV25 I dag kl. 12:26 Spillet om borgmesterposten står åbent: Nu bliver S mødt af krav om massive børneinvesteringer KV25 I dag kl. 12:02 Kristen borgmesterkandidat nægter at vie homoseksuelle: Det splitter Ludvig og Gurli 0:46 KV25 I dag kl. 10:53 Klaus er ene mand på sin egen liste: ’Jeg har ikke været nem at putte ind i et parti’ KV25 I dag kl. 10:10 Det lugter af drama og målfoto: Anders og Anders i hård duel om magten i skandaleramt region KV25 I dag kl. 07:20 ’Hvis vi skal gøre nogen til borgmester, må de til lommerne’: Nyt børne-krav skruer op for valgdrama KV25 I dag kl. 06:24 Nej til homovielser kan koste vestjysk stemmesluger borgmesterposten - igen KV25 I går kl. 21:36 14-årige Lucas blander sig i KV-debatten: 'Unge bliver ofte overset' Nyhedsoverblik Penge 54 min. siden Efter massiv kritik tager erhvervsmand Novos nye bestyrelsesformand i forsvar Kultur 41 min. siden Sigurd Barrett efterlyste sin far for 21 år siden - i år fik han et gennembrud KV25 25. okt kl. 06:21 Langsomme ambulancer skal have bøder, mener DF-kandidat Liveblog Klima 6. nov kl. 15:14 Aarhus-demonstranter slår et slag for lokale klimaløsninger Liveblog KV25 I dag kl. 12:02 Kristen borgmesterkandidat nægter at vie homoseksuelle: Det splitter Ludvig og Gurli 0:46 Penge I dag kl. 08:40 MILLIONER MILLIARDER: Lakridskongen abdicerer og har solgt sin sidste lakrids. Forklaringen bag lyder velkendt KV25 I dag kl. 12:44 Ironman eller Shakespeare? Det er spørgsmålet i Helsingør op til kommunalvalget Natur I går kl. 17:00 Forskere gør banebrydende RNA-fund i pivgammel mammut Vejret I dag kl. 11:33 Se de flotte billeder af efterårets hidtil koldeste morgen 8 billeder EU I dag kl. 11:03 ANALYSE I torsdags tog det yderste højre et afgørende skridt mod magten i Europa Gå til forsiden af dr.dk Nyheder Seneste nyt Regionalt Sport Vejret Ultra Nyt TV & Radio TV-Guide TV-programmer Se live-TV Gensyn Ultra Ramasjang Hør radio Services Mit DR-login Apps Tilgængelighed Nyhedsbreve Kontakt DR Tip os fortroligt DR og dine data Børn Ultra DR Lær Om DR Nyt fra DR Job i DR Presse Beredskab DR Koncerthuset Rundvisninger Vilkår på dr.dk Etik og rettelser Privatlivs­politik Vi tager ansvar for indholdet og er tilmeldt Pressenævnet DR Emil Holms Kanal 20 0999 København C Tlf. 35 20 30 40 Kontakt DR"
4611,Lotte Kofoed,F,Frederiksberg Kommune,1,Bedre normeringer i vores daginstitutioner,"Alle forældre skal kunne aflevere deres børn med ro i maven. Der bliver forsat løbet alt for stærkt i vores dagtilbud, derfor skal vi blive ved med at kæmpe for bedre normeringer, som SF altid vil gøre. Vi fik afsat penge til normeringer i to ud af fire budgetter, men vi er ikke i mål. Vi kæmper videre.","Bedre normeringer i vores daginstitutioner : Alle forældre skal kunne aflevere deres børn med ro i maven. Der bliver forsat løbet alt for stærkt i vores dagtilbud, derfor skal vi blive ved med at kæmpe for bedre normeringer, som SF altid vil gøre. Vi fik afsat penge til normeringer i to ud af fire budgetter, men vi er ikke i mål. Vi kæmper videre."
4611,Lotte Kofoed,F,Frederiksberg Kommune,2,Bedre og hurtigere klimasikring,"Det er kommunen og forsyningen, der skal sikre klimasikring af byen. Der er en plan, men det går for langsomt og mange frygter, hvornår deres kælder oversvømmes igen, derfor skal vi skrue op for tempoet.","Bedre og hurtigere klimasikring : Det er kommunen og forsyningen, der skal sikre klimasikring af byen. Der er en plan, men det går for langsomt og mange frygter, hvornår deres kælder oversvømmes igen, derfor skal vi skrue op for tempoet."
4611,Lotte Kofoed,F,Frederiksberg Kommune,3,Et levende Kultur og Fritidsliv,Vi skal sikre vores biblioteker bliver bedre. Vi skal sørge for at alle børn og unge kan have adgang til fritidsaktiviteter. Vi skal sikre bedre idrætsfaciliteter og støtte vores foreningsliv. Vi skal fremtidssikre vores teatre og museer. Det giver gode fælleskaber og gode oplevelser på tværs af byen.,Et levende Kultur og Fritidsliv : Vi skal sikre vores biblioteker bliver bedre. Vi skal sørge for at alle børn og unge kan have adgang til fritidsaktiviteter. Vi skal sikre bedre idrætsfaciliteter og støtte vores foreningsliv. Vi skal fremtidssikre vores teatre og museer. Det giver gode fælleskaber og gode oplevelser på tværs af byen.
4612,Michella Lescher,F,Frederiksberg Kommune,1,Et aktivt seniorliv uden ensomhed,"Stadigt flere seniorer og ældre ønsker at blive i deres eget
hjem, og det skal vi understøtte med den rette hjælp og med flere muligheder for at indgå i flere fælleskaber. Men vi skal også understøtte et stigende ønske om at bo sammen i fællesskab med andre seniorer. I et fællesskab, hvor man er sammen om det sure og det søde. Om måltiden og om omsorgen - om hverdagen!","Et aktivt seniorliv uden ensomhed : Stadigt flere seniorer og ældre ønsker at blive i deres eget
hjem, og det skal vi understøtte med den rette hjælp og med flere muligheder for at indgå i flere fælleskaber. Men vi skal også understøtte et stigende ønske om at bo sammen i fællesskab med andre seniorer. I et fællesskab, hvor man er sammen om det sure og det søde. Om måltiden og om omsorgen - om hverdagen!"
4612,Michella Lescher,F,Frederiksberg Kommune,2,Vi skal passe på de pårørende!,"Der stilles stadigt flere krav til de pårørende, som i virkeligheden er de pårørende den allervigtigste faglighed, når mor skal på plejehjem eller onkel får behov for hjælp til den personlige pleje. Derfor skal de inddrages mere og respekteres, når de kræver, at deres nærmeste bliver passet på. De skal vejledes og de skal tilbydes den rette støtte - inden de udmattes af at klare det hele selv!","Vi skal passe på de pårørende! : Der stilles stadigt flere krav til de pårørende, som i virkeligheden er de pårørende den allervigtigste faglighed, når mor skal på plejehjem eller onkel får behov for hjælp til den personlige pleje. Derfor skal de inddrages mere og respekteres, når de kræver, at deres nærmeste bliver passet på. De skal vejledes og de skal tilbydes den rette støtte - inden de udmattes af at klare det hele selv!"
4612,Michella Lescher,F,Frederiksberg Kommune,3,En god og tryg alderdom,"Fastholdelse af de dygtige medarbejdere i hjemmeplejen er grundlaget for det videre arbejde med at indføre faste teams - så det er de samme faste hjælpere, der kommer og skaber tryghed. Vi skal have endnu mere målrettet støtte og flere tilbud til borgere med demens og til deres pårørende. Og så skal vi have endnu større flerfaglighed på vores plejehjem.","En god og tryg alderdom : Fastholdelse af de dygtige medarbejdere i hjemmeplejen er grundlaget for det videre arbejde med at indføre faste teams - så det er de samme faste hjælpere, der kommer og skaber tryghed. Vi skal have endnu mere målrettet støtte og flere tilbud til borgere med demens og til deres pårørende. Og så skal vi have endnu større flerfaglighed på vores plejehjem."
4613,August Gade,F,Frederiksberg Kommune,1,Mere sikker cykelsti - ikke mere parkering,"Cykelforholdene er ikke gode nok på Frederiksberg. Flere steder er cykelstierne for smalle, og der er konstant risiko for, at parkerede biler ikke har ordentligt udsyn til dem, som cykler forbi bagved. Det gør sig også gældende på nogle af vores skoleveje. Det går ikke. Der er mange flere cyklende end kørende, og vi bliver simpelthen nødt til at give de cyklende mere plads.","Mere sikker cykelsti - ikke mere parkering : Cykelforholdene er ikke gode nok på Frederiksberg. Flere steder er cykelstierne for smalle, og der er konstant risiko for, at parkerede biler ikke har ordentligt udsyn til dem, som cykler forbi bagved. Det gør sig også gældende på nogle af vores skoleveje. Det går ikke. Der er mange flere cyklende end kørende, og vi bliver simpelthen nødt til at give de cyklende mere plads."
4613,August Gade,F,Frederiksberg Kommune,2,"Grønne prioriteringer, for vores alle sammens skyld","Klimaet er et problem. Det skal prioriteres. Vi ser konsekvenserne ved at underprioritere det i de store skybrud, som rammer os. Vi ser det i biodiversitetskrisen, i vandet, som fyldes med kemikalier. For vores sundheds skyld, for planetens skyld og på alle måder for vores fremtids skyld skal det prioriteres.","Grønne prioriteringer, for vores alle sammens skyld : Klimaet er et problem. Det skal prioriteres. Vi ser konsekvenserne ved at underprioritere det i de store skybrud, som rammer os. Vi ser det i biodiversitetskrisen, i vandet, som fyldes med kemikalier. For vores sundheds skyld, for planetens skyld og på alle måder for vores fremtids skyld skal det prioriteres."
4613,August Gade,F,Frederiksberg Kommune,3,Bedre understøttelse af lokale ildsjæle og lokale fællesskaber,"I fællesskabet finder vi vores styrke. Vi skal værne om de lokale fællesskaber og sikre, at alle, som vil være en del af et fællesskab, har et fællesskab, de kan blive en del af. Det betyder større støtte til klubber og fritidstilbud. Ofte er det passionerede ildsjæle, der driver de steder – dem skal vi støtte alt, hvad vi kan, og give friheden til at sætte nye initiativer i søen.","Bedre understøttelse af lokale ildsjæle og lokale fællesskaber : I fællesskabet finder vi vores styrke. Vi skal værne om de lokale fællesskaber og sikre, at alle, som vil være en del af et fællesskab, har et fællesskab, de kan blive en del af. Det betyder større støtte til klubber og fritidstilbud. Ofte er det passionerede ildsjæle, der driver de steder – dem skal vi støtte alt, hvad vi kan, og give friheden til at sætte nye initiativer i søen."
4614,Nikolaj Rachdi Bührmann,F,Frederiksberg Kommune,1,Minimumsnormeringer er minimum,Frederiksberg kommune skal have bedre normeringer og uddanne flere til pædagogiske assistenter og pædagoger,Minimumsnormeringer er minimum : Frederiksberg kommune skal have bedre normeringer og uddanne flere til pædagogiske assistenter og pædagoger
4614,Nikolaj Rachdi Bührmann,F,Frederiksberg Kommune,2,Bedre forhold i folkeskolerne,"Bedre muligheder for to voksne i klasserne, en fortsættelse af min. 24 elever i klasserne samt et fokus på teknologiforståelse","Bedre forhold i folkeskolerne : Bedre muligheder for to voksne i klasserne, en fortsættelse af min. 24 elever i klasserne samt et fokus på teknologiforståelse"
4614,Nikolaj Rachdi Bührmann,F,Frederiksberg Kommune,3,Bedre og hurtigere skybrudssikring,"Bor på Vagtelvej, som er et af de laveste punkter på Frederiksberg. Åbenlyst at kommunen/Frederiksberg Forsyning skal sikre bedre og hurtigere skybrudssikring.","Bedre og hurtigere skybrudssikring : Bor på Vagtelvej, som er et af de laveste punkter på Frederiksberg. Åbenlyst at kommunen/Frederiksberg Forsyning skal sikre bedre og hurtigere skybrudssikring."
4615,Bjarke Bisgaard Yolal,F,Frederiksberg Kommune,1,En attraktiv by for børnefamilier,"Frederiksberg skal fortsat være en attraktiv by at bo i og stifte familie i. Vi har rigtig mange gode daginstitutioner og skoler, men de er desværre meget pressede og trænger til at få et mærkbart løft. Jeg vil derfor kæmpe for at børn og unge får bedre forhold i byen. Desuden skal vi gøre vores byrum mere attraktiv med flere grønne områder, legepladser og kultur- og fritidstilbud.","En attraktiv by for børnefamilier : Frederiksberg skal fortsat være en attraktiv by at bo i og stifte familie i. Vi har rigtig mange gode daginstitutioner og skoler, men de er desværre meget pressede og trænger til at få et mærkbart løft. Jeg vil derfor kæmpe for at børn og unge får bedre forhold i byen. Desuden skal vi gøre vores byrum mere attraktiv med flere grønne områder, legepladser og kultur- og fritidstilbud."
4615,Bjarke Bisgaard Yolal,F,Frederiksberg Kommune,2,Trafiklegeplads for alle børn,Det skal være sikkert at lære at cykle på Frederiksberg. For mange forældre er det usikkert og med en vis nervøsitet at lære sine børn at cykle i byen. Frederiksberg skal have sin egen trafiklegeplads hvor børn og forældre i rolige omgivelser kan lære at begå sig i trafikken. Desuden skal vi have mere fokus på børn og unges sikkerhed i trafikken.,Trafiklegeplads for alle børn : Det skal være sikkert at lære at cykle på Frederiksberg. For mange forældre er det usikkert og med en vis nervøsitet at lære sine børn at cykle i byen. Frederiksberg skal have sin egen trafiklegeplads hvor børn og forældre i rolige omgivelser kan lære at begå sig i trafikken. Desuden skal vi have mere fokus på børn og unges sikkerhed i trafikken.
4615,Bjarke Bisgaard Yolal,F,Frederiksberg Kommune,3,Flere ressourcer til folkeskolen,"Folkeskolerne er meget presset for tiden. Vi skal have tilført flere ressourcer til folkeskolerne, så der er flere lærere og pædagoger til at være sammen med vores børn. Et trygt og roligt læringsmiljø er essentielt for ens fremtid. Desuden skal klasseværelserne, faglokaler og bygninger renoveres og istandsættes for at skabe de bedste rammer for vores børn og unge.","Flere ressourcer til folkeskolen : Folkeskolerne er meget presset for tiden. Vi skal have tilført flere ressourcer til folkeskolerne, så der er flere lærere og pædagoger til at være sammen med vores børn. Et trygt og roligt læringsmiljø er essentielt for ens fremtid. Desuden skal klasseværelserne, faglokaler og bygninger renoveres og istandsættes for at skabe de bedste rammer for vores børn og unge."
4616,Peter Kristiansen,F,Frederiksberg Kommune,1,Velfærd før skattelettelser,"Velfærden på Frederiksberg er forbedret, men der er endnu en del tilbage at gøre hele vejen igennem fra daginstitutioner gennem skoler og til ældre. Og ind imellem ikke at forglemme både dem, der har særlige behov, og de pårørende, både voksne med ældre familiemedlemmer og børn og unge i socialt udsatte familier. I den verden vil skattelettelser aldrig været groet i SF’s have.","Velfærd før skattelettelser : Velfærden på Frederiksberg er forbedret, men der er endnu en del tilbage at gøre hele vejen igennem fra daginstitutioner gennem skoler og til ældre. Og ind imellem ikke at forglemme både dem, der har særlige behov, og de pårørende, både voksne med ældre familiemedlemmer og børn og unge i socialt udsatte familier. I den verden vil skattelettelser aldrig været groet i SF’s have."
